Order,Product,Quantity,Length,Width,Height,Weight
44699,47843,16,291,196,139,6.162
44699,68912,13,290,240,152,10.011
44699,95520,18,130,194,290,6.226
44699,72628,36,130,194,290,6.113
44699,74513,25,149,239,137,3.25
44699,99221,18,225,225,180,5.19
44699,34299,10,130,194,290,6.026
44699,63719,20,300,160,216,8.928
44699,88941,20,300,160,216,10.601
44699,40943,18,224,224,192,5.199
44699,70227,15,211,230,264,12.218
44699,86035,1,387,227,151,10.382
44699,17449,11,293,293,192,10.383
44699,56431,24,378,191,115,7.186
44699,12595,1,331,252,281,12.591
44699,35003,1,266,130,143,2.576
44699,55762,16,291,196,139,6.312
44699,64393,15,263,221,253,8.815
44699,93537,1,266,199,220,7.795
44699,84132,20,300,160,216,8.811
44699,89149,2,211,230,264,12.569
44699,34894,3,378,191,115,7.506
44699,72622,20,300,160,216,10.49
44699,37019,10,331,252,281,12.601
44699,98940,4,244,164,274,5.811
44699,40441,20,300,160,216,8.757
44699,41578,20,230,194,314,9.526
44699,20366,1,378,198,89,6.418
75907,34894,8,378,191,115,7.506
75907,30470,5,300,160,210,9.081
75907,55831,1,300,160,212,10.144
75907,30471,27,266,130,143,2.338
75907,53900,36,130,194,290,6.278
75907,22798,36,130,194,290,6.108
75907,24475,12,364,195,216,13.091
75907,12664,12,364,195,216,12.899
75907,95137,25,149,239,137,3.25
75907,74513,25,149,239,137,3.25
75907,58648,40,300,160,216,10.229
75907,99221,18,225,225,180,5.19
75907,85417,11,293,293,192,10.383
75907,89810,12,378,191,115,7.106
75907,10772,1,225,225,180,5.19
75907,47077,6,225,225,180,5.19
75907,56431,12,378,191,115,7.186
75907,21944,15,293,293,192,10.383
75907,15655,1,211,230,264,12.07
75907,62174,20,300,160,216,8.664
75907,68231,13,385,160,215,10.727
75907,61866,20,300,158,220,8.838
75907,84243,20,300,158,220,9.255
75907,46064,11,156,156,175,3.274
75907,84132,20,300,160,216,8.811
75907,63719,15,300,160,216,8.928
75907,37716,3,263,221,253,9.415
75907,17542,5,225,225,180,5.186
75907,68912,1,290,240,152,10.011
75907,48534,1,225,225,180,5.19
75907,59632,27,266,130,143,2.424
75907,77414,18,225,225,180,5.19
75907,33889,12,378,191,115,7.266
75907,68305,24,405,271,164,13.646
75907,59944,2,295,260,170,10.471
75907,94251,4,291,196,139,6.312
75907,94364,12,295,260,170,10.471
75907,64393,1,263,221,253,8.815
75907,27762,16,291,196,139,6.312
75907,27535,20,300,160,216,8.764
75907,40441,10,300,160,216,8.757
75907,65420,1,331,252,281,12.611
75907,99937,4,290,160,215,8.628
75907,40943,36,224,224,192,5.199
75907,55762,16,291,196,139,6.312
75907,41578,20,230,194,314,9.526
75907,57007,21,244,164,274,6.06
75907,72412,12,300,205,125,3.545
75907,28862,10,300,160,216,8.953
75907,53803,3,225,225,180,5.186
75907,33944,10,300,160,210,9.289
75907,38243,1,300,160,216,9.861
75907,70696,36,387,227,151,10.382
75907,35003,67,266,130,143,2.576
21151,47077,2,225,225,180,5.19
21151,23395,5,225,225,180,5.69
21151,74513,5,149,239,137,3.25
21151,75023,8,244,164,274,5.811
21151,88772,9,225,225,180,5.19
21151,70227,2,211,230,264,12.218
21151,26650,6,225,225,180,5.19
21151,55032,3,397,397,207,7.067
21151,99221,2,225,225,180,5.19
21151,52454,18,225,225,180,5.19
21151,44647,2,300,160,216,8.741
21151,53803,36,225,225,180,5.186
21151,24475,1,364,195,216,13.091
21151,72217,11,293,293,192,10.383
21151,87191,3,193,378,318,9.5
21151,69750,6,130,194,290,6.144
21151,18967,6,160,160,111,1.781
21151,62538,3,244,164,274,5.811
21151,40441,2,300,160,216,8.757
21151,94251,2,291,196,139,6.312
21151,15655,6,211,230,264,12.07
21151,55762,1,291,196,139,6.312
21151,75315,11,293,293,192,10.383
21151,25895,4,300,160,216,10.142
21151,66597,10,300,160,216,10.146
21151,10772,18,225,225,180,5.19
21151,68231,1,385,160,215,10.727
21151,33944,2,300,160,210,9.289
79329,53900,36,130,194,290,6.278
79329,95137,25,149,239,137,3.25
79329,22798,6,130,194,290,6.108
79329,68231,13,385,160,215,10.727
79329,89810,12,378,191,115,7.106
79329,21219,1,46,75,148,368.696
79329,36798,12,225,225,180,5.19
79329,56431,12,378,191,115,7.186
79329,70227,15,211,230,264,12.218
79329,33944,20,300,160,210,9.289
79329,40304,2,385,110,35,10.473
79329,99221,18,225,225,180,5.19
79329,95850,6,295,260,170,10.471
79329,46064,7,156,156,175,3.274
79329,82378,12,130,194,290,6.053
79329,18963,1,300,160,216,8.741
79329,77414,18,225,225,180,5.19
79329,30471,54,266,130,143,2.338
79329,40943,18,224,224,192,5.199
79329,59632,27,266,130,143,2.424
79329,44647,20,300,160,216,8.741
79329,25016,10,364,195,216,12.935
79329,88941,20,300,160,216,10.601
79329,57007,21,244,164,274,6.06
79329,87191,12,193,378,318,9.5
79329,70696,9,387,227,151,10.382
79329,92248,11,293,293,192,10.383
79329,94251,4,291,196,139,6.312
79329,74513,25,149,239,137,3.25
79329,38243,1,300,160,216,9.861
79329,53803,2,225,225,180,5.186
79329,30470,10,300,160,210,9.081
79329,96028,24,311,230,265,12.413
79329,50430,60,378,198,89,6.423
79329,58234,25,149,239,137,3.25
79329,84132,20,300,160,216,8.811
79329,68912,1,290,240,152,10.011
79329,99769,20,300,160,216,8.569
79329,27762,16,291,196,139,6.312
79329,30267,37,300,205,125,3.545
79329,34894,8,378,191,115,7.506
79329,84243,20,300,158,220,9.255
79329,47837,25,149,239,137,3.25
79329,79723,8,378,198,89,6.435
79329,83305,2,211,230,264,12.146
79329,25209,4,244,164,274,5.811
79329,68475,24,196,196,103,2.464
79329,24475,2,364,195,216,13.091
79329,37716,2,263,221,253,9.415
79329,27470,2,196,196,103,2.364
79329,37019,6,331,252,281,12.601
79329,58648,20,300,160,216,10.229
79329,56739,24,311,230,265,12.429
27675,28862,20,300,160,216,8.953
27675,89810,24,378,191,115,7.106
27675,33944,7,300,160,210,9.289
27675,95850,1,295,260,170,10.471
27675,63098,4,260,295,170,10.473
27675,72628,2,130,194,290,6.113
27675,89429,15,211,230,264,12.25
27675,68231,3,385,160,215,10.727
27675,82378,20,130,194,290,6.053
27675,53900,36,130,194,290,6.278
27675,56796,1,244,164,274,5.811
27675,62538,3,244,164,274,5.811
27675,66597,8,300,160,216,10.146
27675,88941,20,300,160,216,10.601
27675,18963,20,300,160,216,8.741
27675,75367,4,293,293,192,10.383
27675,49668,1,270,270,300,10.584
27675,25895,5,300,160,216,10.142
27675,34299,10,130,194,290,6.026
27675,85467,7,160,160,111,1.781
27675,99769,1,300,160,216,8.569
27675,69750,10,130,194,290,6.144
27675,22798,2,130,194,290,6.108
27675,44647,20,300,160,216,8.741
27675,26650,9,225,225,180,5.19
27675,47049,22,293,293,192,10.383
27675,15655,1,211,230,264,12.07
27675,94364,12,295,260,170,10.471
27675,90431,2,244,164,274,5.811
27675,33960,1,331,252,281,12.601
27675,40441,3,300,160,216,8.757
27675,80416,20,300,160,216,10.042
27675,76440,2,224,224,192,5.199
27675,87191,6,193,378,318,9.5
27675,40943,3,224,224,192,5.199
27675,58540,5,211,230,264,12.234
27675,56739,24,311,230,265,12.429
27675,27762,16,291,196,139,6.312
27675,71507,2,211,230,264,12.126
27675,55032,3,397,397,207,7.067
27675,27535,20,300,160,216,8.764
27675,79723,10,378,198,89,6.435
27675,89149,1,211,230,264,12.569
27675,96753,2,300,160,216,8.784
27675,47843,16,291,196,139,6.162
27675,77414,18,225,225,180,5.19
27675,57448,18,225,225,180,5.199
27675,23395,1,225,225,180,5.69
27675,19741,5,244,164,274,5.811
27675,62174,20,300,160,216,8.664
27675,33889,12,378,191,115,7.266
27675,46064,1,156,156,175,3.274
58270,22798,2,130,194,290,6.108
58270,70227,2,211,230,264,12.218
58270,18967,5,160,160,111,1.781
58270,72217,11,293,293,192,10.383
58270,28862,5,300,160,216,8.953
58270,66597,3,300,160,216,10.146
58270,80886,2,300,160,216,8.509
58270,90431,3,244,164,274,5.811
58270,55831,2,300,160,212,10.144
58270,58540,5,211,230,264,12.234
58270,15655,8,211,230,264,12.07
58270,27470,3,196,196,103,2.364
58270,48534,9,225,225,180,5.19
58270,75315,11,293,293,192,10.383
58270,47077,4,225,225,180,5.19
58270,35802,1,266,130,143,2.338
58270,68305,5,405,271,164,13.646
58270,77414,6,225,225,180,5.19
58270,70696,10,387,227,151,10.382
58270,84979,12,266,266,266,10.369
58270,73852,11,293,293,192,10.383
58270,25209,2,244,164,274,5.811
58270,87555,1,244,164,274,5.811
58270,63719,4,300,160,216,8.928
58270,99221,18,225,225,180,5.19
58270,74258,4,244,164,274,6.06
58270,82378,12,130,194,290,6.053
58270,52454,5,225,225,180,5.19
58270,77109,13,266,130,143,2.42
58270,53900,4,130,194,290,6.278
58270,26650,4,225,225,180,5.19
58270,10772,5,225,225,180,5.19
58270,57007,8,244,164,274,6.06
58270,59155,6,160,160,111,1.781
73424,63719,20,300,160,216,8.928
73424,35802,81,266,130,143,2.338
73424,39563,10,149,239,137,3.25
73424,92248,11,293,293,192,10.383
73424,19833,36,225,225,179,5.0
73424,85417,1,293,293,192,10.383
73424,55762,16,291,196,139,6.312
73424,80416,20,300,160,216,10.042
73424,94251,11,291,196,139,6.312
73424,99937,19,290,160,215,8.628
73424,25945,20,387,227,151,10.382
73424,98774,1,155,125,150,1.957
73424,71507,15,211,230,264,12.126
73424,73067,20,300,160,216,10.439
73424,60034,1,331,252,281,12.613
73424,79723,6,378,198,89,6.435
73424,23395,18,225,225,180,5.69
73424,47930,1,381,136,109,5.439
73424,68475,4,196,196,103,2.464
73424,89149,2,211,230,264,12.569
73424,72787,3,378,198,89,6.412
73424,59632,54,266,130,143,2.424
73424,88941,10,300,160,216,10.601
73424,27535,20,300,160,216,8.764
73424,18967,33,160,160,111,1.781
73424,74258,3,244,164,274,6.06
73424,25016,1,364,195,216,12.935
73424,58540,15,211,230,264,12.234
73424,25209,12,244,164,274,5.811
73424,59155,10,160,160,111,1.781
73424,61866,20,300,158,220,8.838
73424,22798,5,130,194,290,6.108
73424,39568,40,300,160,216,10.453
73424,38243,20,300,160,216,9.861
73424,61439,1,266,266,266,10.369
73424,36798,36,225,225,180,5.19
73424,43746,40,300,160,216,8.757
73424,16118,40,300,160,216,8.939
73424,31255,2,211,230,264,11.757
73424,89391,40,300,160,210,8.477
73424,44647,20,300,160,216,8.741
73424,96753,5,300,160,216,8.784
73424,25895,20,300,160,216,10.142
73424,75023,21,244,164,274,5.811
73424,25366,20,300,160,216,9.135
73424,25790,135,266,130,143,2.624
73424,87191,1,193,378,318,9.5
73424,40441,20,300,160,216,8.757
73424,58648,20,300,160,216,10.229
73424,72128,6,381,136,109,5.686
73424,28862,20,300,160,216,8.953
73424,12664,1,364,195,216,12.899
73424,46392,1,331,252,281,12.611
73424,95137,10,149,239,137,3.25
73424,56431,2,378,191,115,7.186
73424,55032,1,397,397,207,7.067
73424,68231,13,385,160,215,10.727
73424,73626,2,331,252,281,12.582
73424,95850,12,295,260,170,10.471
73424,18963,20,300,160,216,8.741
25143,56431,12,378,191,115,7.186
25143,34299,36,130,194,290,6.026
25143,70227,1,211,230,264,12.218
25143,94251,3,291,196,139,6.312
25143,30267,2,300,205,125,3.545
25143,27535,20,300,160,216,8.764
25143,61866,20,300,158,220,8.838
25143,57007,42,244,164,274,6.06
25143,63719,20,300,160,216,8.928
25143,67896,10,335,250,264,14.821
25143,48534,18,225,225,180,5.19
25143,28862,4,300,160,216,8.953
25143,12223,1,266,199,220,7.905
25143,68912,13,290,240,152,10.011
25143,13229,25,149,239,137,3.25
25143,33960,6,331,252,281,12.601
25143,24475,2,364,195,216,13.091
25143,12595,10,331,252,281,12.591
25143,89810,12,378,191,115,7.106
25143,33889,12,378,191,115,7.266
25143,73852,11,293,293,192,10.383
25143,39568,20,300,160,216,10.453
25143,62174,20,300,160,216,8.664
25143,33944,20,300,160,210,9.289
25143,75367,22,293,293,192,10.383
25143,68475,24,196,196,103,2.464
25143,82378,12,130,194,290,6.053
25143,44647,20,300,160,216,8.741
25143,43061,3,390,256,210,5.5
25143,92248,11,293,293,192,10.383
25143,40943,36,224,224,192,5.199
25143,89149,2,211,230,264,12.569
25143,35003,27,266,130,143,2.576
25143,68305,8,405,271,164,13.646
25143,68231,13,385,160,215,10.727
25143,25895,5,300,160,216,10.142
25143,63098,4,260,295,170,10.473
25143,22798,3,130,194,290,6.108
25143,35802,27,266,130,143,2.338
25143,15655,15,211,230,264,12.07
25143,80416,1,300,160,216,10.042
25143,30471,27,266,130,143,2.338
25143,83254,2,331,252,281,12.643
25143,74258,21,244,164,274,6.06
25143,40304,6,385,110,35,10.473
25143,76440,14,224,224,192,5.199
25143,55032,12,397,397,207,7.067
25143,37644,20,300,160,216,9.924
25143,17449,11,293,293,192,10.383
98763,61698,1,800,600,1000,201.112
98763,47930,18,381,136,109,5.439
98763,41578,45,230,194,314,9.526
98763,11940,7,364,195,216,12.985
98763,62189,24,378,198,89,6.42
98763,22798,36,130,194,290,6.108
98763,83254,7,331,252,281,12.643
98763,98774,47,155,125,150,1.957
98763,63098,2,260,295,170,10.473
98763,10772,2,225,225,180,5.19
98763,40304,1,385,110,35,10.473
98763,12664,12,364,195,216,12.899
98763,47782,60,300,160,210,9.129
98763,20647,20,331,252,281,12.637
98763,85467,2,160,160,111,1.781
75260,79723,24,378,198,89,6.435
75260,40304,21,385,110,35,10.473
92319,42322,44,293,293,192,10.383
92319,47644,36,225,225,180,5.19
92319,36341,6,225,225,180,5.19
64000,77109,135,266,130,143,2.42
64000,99937,3,290,160,215,8.628
64000,97248,36,225,225,180,5.19
64000,44647,20,300,160,216,8.741
64000,56431,24,378,191,115,7.186
64000,36015,40,300,160,216,9.197
64000,86035,10,387,227,151,10.382
64000,96753,20,300,160,216,8.784
64000,40441,40,300,160,216,8.757
64000,37644,40,300,160,216,9.924
64000,25945,10,387,227,151,10.382
64000,46064,35,156,156,175,3.274
64000,84243,20,300,158,220,9.255
64000,36798,36,225,225,180,5.19
64000,25209,21,244,164,274,5.811
64000,18963,20,300,160,216,8.741
64000,35802,54,266,130,143,2.338
64000,34894,7,378,191,115,7.506
64000,71507,15,211,230,264,12.126
64000,40304,12,385,110,35,10.473
64000,89810,10,378,191,115,7.106
64000,75367,11,293,293,192,10.383
64000,26650,36,225,225,180,5.19
64000,38243,20,300,160,216,9.861
64000,68305,16,405,271,164,13.646
64961,94364,12,295,260,170,10.471
64961,15655,5,211,230,264,12.07
64961,10772,1,225,225,180,5.19
64961,76314,12,297,197,125,4.38
64961,74513,2,149,239,137,3.25
64961,74258,1,244,164,274,6.06
64961,25790,1,266,130,143,2.624
64961,89429,4,211,230,264,12.25
64961,89810,24,378,191,115,7.106
64961,99221,6,225,225,180,5.19
64961,87191,4,193,378,318,9.5
64961,66597,8,300,160,216,10.146
64961,82378,5,130,194,290,6.053
64961,37019,10,331,252,281,12.601
64961,47077,8,225,225,180,5.19
64961,58540,3,211,230,264,12.234
64961,28862,2,300,160,216,8.953
64961,87555,1,244,164,274,5.811
64961,40441,1,300,160,216,8.757
64961,18967,6,160,160,111,1.781
64961,70227,3,211,230,264,12.218
64961,57007,21,244,164,274,6.06
64961,75367,6,293,293,192,10.383
64961,77109,2,266,130,143,2.42
64961,75315,6,293,293,192,10.383
64961,27470,12,196,196,103,2.364
64961,62538,2,244,164,274,5.811
64961,77414,6,225,225,180,5.19
64961,26650,5,225,225,180,5.19
64961,72217,11,293,293,192,10.383
64961,52454,8,225,225,180,5.19
19834,47049,30,293,293,192,10.383
19834,27470,5,196,196,103,2.364
19834,88772,3,225,225,180,5.19
19834,68305,8,405,271,164,13.646
19834,85467,2,160,160,111,1.781
19834,48534,18,225,225,180,5.19
19834,75315,10,293,293,192,10.383
19834,25895,20,300,160,216,10.142
19834,53900,14,130,194,290,6.278
19834,63098,2,260,295,170,10.473
19834,70696,4,387,227,151,10.382
19834,84979,2,266,266,266,10.369
19834,73852,10,293,293,192,10.383
19834,17542,18,225,225,180,5.186
19834,90431,1,244,164,274,5.811
19834,87191,4,193,378,318,9.5
19834,15655,2,211,230,264,12.07
19834,19833,4,225,225,179,5.0
19834,99221,5,225,225,180,5.19
19834,40441,1,300,160,216,8.757
19834,92248,11,293,293,192,10.383
19834,34299,4,130,194,290,6.026
19834,95850,12,295,260,170,10.471
19834,71507,2,211,230,264,12.126
19834,44664,10,225,225,180,5.19
19834,72217,10,293,293,192,10.383
19834,36798,18,225,225,180,5.19
19834,25209,1,244,164,274,5.811
96819,10122,36,381,136,109,5.398
96819,37019,19,331,252,281,12.601
96819,96028,32,311,230,265,12.413
96819,30665,100,378,198,89,6.423
96819,20366,1,378,198,89,6.418
96819,13429,1,378,198,89,6.423
70419,26650,18,225,225,180,5.19
70419,90431,2,244,164,274,5.811
70419,70227,5,211,230,264,12.218
70419,75024,3,244,164,274,5.811
70419,68305,1,405,271,164,13.646
70419,80416,1,300,160,216,10.042
70419,73852,1,293,293,192,10.383
70419,25895,5,300,160,216,10.142
70419,15655,6,211,230,264,12.07
70419,25016,1,364,195,216,12.935
70419,71507,10,211,230,264,12.126
70419,28862,10,300,160,216,8.953
70419,77109,1,266,130,143,2.42
70419,25209,2,244,164,274,5.811
70419,68475,1,196,196,103,2.464
42912,36341,18,225,225,180,5.19
42912,47644,18,225,225,180,5.19
79880,68475,1,196,196,103,2.464
79880,23406,36,378,191,115,7.266
79880,97248,36,225,225,180,5.19
79880,79218,18,266,199,220,7.927
79880,20366,1,378,198,89,6.418
79880,75367,11,293,293,192,10.383
79880,40441,20,300,160,216,8.757
79880,88100,1,381,136,109,5.425
79880,33889,12,378,191,115,7.266
79880,47782,10,300,160,210,9.129
79880,34299,6,130,194,290,6.026
79880,10772,18,225,225,180,5.19
79880,89810,24,378,191,115,7.106
79880,35802,4,266,130,143,2.338
79880,30294,1,378,198,89,6.433
79880,38243,60,300,160,216,9.861
79880,25016,1,364,195,216,12.935
79880,97859,1,300,160,216,10.025
79880,41578,20,230,194,314,9.526
79880,27762,6,291,196,139,6.312
79880,25366,20,300,160,216,9.135
79880,47077,18,225,225,180,5.19
79880,30470,20,300,160,210,9.081
79880,58540,8,211,230,264,12.234
79880,56431,12,378,191,115,7.186
79880,89149,3,211,230,264,12.569
79880,73067,40,300,160,216,10.439
79880,55831,20,300,160,212,10.144
79880,72128,2,381,136,109,5.686
79880,63098,12,260,295,170,10.473
79880,37644,40,300,160,216,9.924
79880,68231,13,385,160,215,10.727
79880,89429,5,211,230,264,12.25
79880,24883,20,300,160,216,10.3
79880,68912,13,290,240,152,10.011
79880,30665,6,378,198,89,6.423
79880,84243,6,300,158,220,9.255
79880,27470,6,196,196,103,2.364
79880,43061,27,390,256,210,5.5
79880,59632,54,266,130,143,2.424
79880,25209,10,244,164,274,5.811
79880,75023,21,244,164,274,5.811
79880,44647,20,300,160,216,8.741
79880,74513,25,149,239,137,3.25
79880,23079,20,300,160,216,8.876
79880,34894,12,378,191,115,7.506
79880,47843,48,291,196,139,6.162
79880,82378,12,130,194,290,6.053
79880,98774,1,155,125,150,1.957
79880,74258,21,244,164,274,6.06
79880,39563,18,149,239,137,3.25
79880,80416,6,300,160,216,10.042
79880,37716,5,263,221,253,9.415
79880,44664,18,225,225,180,5.19
79880,70227,15,211,230,264,12.218
79880,72412,4,300,205,125,3.545
79880,88772,6,225,225,180,5.19
79880,79723,3,378,198,89,6.435
79880,62189,2,378,198,89,6.42
79880,18963,40,300,160,216,8.741
79880,61866,40,300,158,220,8.838
79880,30267,4,300,205,125,3.545
79880,75024,14,244,164,274,5.811
79880,73626,1,331,252,281,12.582
79880,85667,40,300,160,216,10.238
79880,36798,36,225,225,180,5.19
79880,95520,12,130,194,290,6.226
79880,59944,24,295,260,170,10.471
79880,86035,20,387,227,151,10.382
79880,43746,40,300,160,216,8.757
79880,30471,27,266,130,143,2.338
79880,27535,20,300,160,216,8.764
79880,36015,20,300,160,216,9.197
79880,25790,135,266,130,143,2.624
79880,21944,11,293,293,192,10.383
79880,99937,8,290,160,215,8.628
79880,72622,20,300,160,216,10.49
79880,98940,21,244,164,274,5.811
79880,38661,1,295,227,170,5.38
79880,40304,6,385,110,35,10.473
79880,87191,1,193,378,318,9.5
79880,23395,18,225,225,180,5.69
50406,25209,21,244,164,274,5.811
50406,25790,54,266,130,143,2.624
50406,77414,36,225,225,180,5.19
50406,35802,135,266,130,143,2.338
50406,88941,10,300,160,216,10.601
50406,84132,20,300,160,216,8.811
50406,73852,22,293,293,192,10.383
50406,59944,24,295,260,170,10.471
50406,47843,16,291,196,139,6.162
50406,75367,11,293,293,192,10.383
50406,56431,12,378,191,115,7.186
50406,89149,3,211,230,264,12.569
50406,30471,27,266,130,143,2.338
50406,95520,8,130,194,290,6.226
50406,86035,10,387,227,151,10.382
50406,27535,20,300,160,216,8.764
50406,85467,10,160,160,111,1.781
50406,33889,12,378,191,115,7.266
50406,46392,2,331,252,281,12.611
50406,47049,2,293,293,192,10.383
50406,96753,6,300,160,216,8.784
50406,63150,22,293,293,192,10.383
50406,37644,1,300,160,216,9.924
50406,37716,5,263,221,253,9.415
50406,58540,4,211,230,264,12.234
50406,89810,24,378,191,115,7.106
50406,19741,4,244,164,274,5.811
50406,15655,1,211,230,264,12.07
46472,55831,1,300,160,212,10.144
46472,84132,20,300,160,216,8.811
46472,53803,5,225,225,180,5.186
46472,10772,3,225,225,180,5.19
46472,18967,3,160,160,111,1.781
46472,40441,10,300,160,216,8.757
46472,64393,1,263,221,253,8.815
46472,33944,8,300,160,210,9.289
46472,92248,11,293,293,192,10.383
46472,22798,4,130,194,290,6.108
46472,37716,1,263,221,253,9.415
46472,23406,2,378,191,115,7.266
46472,58648,1,300,160,216,10.229
46472,17542,3,225,225,180,5.186
46472,43746,17,300,160,216,8.757
46472,56431,1,378,191,115,7.186
46472,80886,10,300,160,216,8.509
46472,36798,4,225,225,180,5.19
46472,34299,2,130,194,290,6.026
46472,30470,12,300,160,210,9.081
46472,99769,1,300,160,216,8.569
46472,28862,5,300,160,216,8.953
46472,25366,1,300,160,216,9.135
46472,53939,1,0,0,0,188.66
46472,24475,3,364,195,216,13.091
46472,62189,5,378,198,89,6.42
46472,96753,5,300,160,216,8.784
46472,38243,10,300,160,216,9.861
46472,84243,1,300,158,220,9.255
46472,53900,6,130,194,290,6.278
46472,63719,3,300,160,216,8.928
46472,72217,11,293,293,192,10.383
46472,26650,5,225,225,180,5.19
46472,27470,1,196,196,103,2.364
46472,80441,1,311,230,265,12.413
46472,89391,11,300,160,210,8.477
46472,35794,2,378,198,89,6.394
46472,68305,2,405,271,164,13.646
46472,12223,5,266,199,220,7.905
46472,33889,4,378,191,115,7.266
46472,44665,1,378,198,89,6.471
46472,47049,4,293,293,192,10.383
46472,58540,15,211,230,264,12.234
46472,39568,40,300,160,216,10.453
46472,70227,2,211,230,264,12.218
32982,56746,3,331,252,281,12.589
67793,72128,103,381,136,109,5.686
67793,47782,2,300,160,210,9.129
67793,10772,2,225,225,180,5.19
67793,13429,120,378,198,89,6.423
67793,85467,3,160,160,111,1.781
67793,40304,2,385,110,35,10.473
67793,35003,6,266,130,143,2.576
25837,15655,4,211,230,264,12.07
25837,23395,4,225,225,180,5.69
25837,55032,5,397,397,207,7.067
25837,89429,15,211,230,264,12.25
25837,85467,38,160,160,111,1.781
25837,85417,1,293,293,192,10.383
25837,58540,15,211,230,264,12.234
25837,71507,5,211,230,264,12.126
25837,70227,6,211,230,264,12.218
25837,28862,10,300,160,216,8.953
25837,47077,8,225,225,180,5.19
25837,25016,1,364,195,216,12.935
25837,76440,2,224,224,192,5.199
25837,68231,1,385,160,215,10.727
25837,47837,1,149,239,137,3.25
25837,33960,10,331,252,281,12.601
25837,40304,1,385,110,35,10.473
25837,87191,4,193,378,318,9.5
25837,26650,18,225,225,180,5.19
25837,25895,10,300,160,216,10.142
25837,88941,2,300,160,216,10.601
25837,89149,3,211,230,264,12.569
25837,72628,36,130,194,290,6.113
25837,82378,4,130,194,290,6.053
25837,73852,3,293,293,192,10.383
25837,68305,2,405,271,164,13.646
25837,49668,2,270,270,300,10.584
25837,53900,2,130,194,290,6.278
25837,91738,1,75,74,210,360.726
25837,63098,12,260,295,170,10.473
25837,43061,5,390,256,210,5.5
25837,22798,4,130,194,290,6.108
25837,58648,20,300,160,216,10.229
25837,30267,12,300,205,125,3.545
25837,44664,6,225,225,180,5.19
25837,77109,1,266,130,143,2.42
25837,66597,10,300,160,216,10.146
25663,57942,20,225,225,199,5.219
25663,37644,20,300,160,216,9.924
25663,70696,4,387,227,151,10.382
25663,59944,5,295,260,170,10.471
25663,23395,2,225,225,180,5.69
25663,66597,2,300,160,216,10.146
25663,46064,70,156,156,175,3.274
25663,61439,2,266,266,266,10.369
25663,33944,20,300,160,210,9.289
25663,15655,2,211,230,264,12.07
25663,25945,1,387,227,151,10.382
25663,89149,1,211,230,264,12.569
25663,55032,6,397,397,207,7.067
25663,49668,1,270,270,300,10.584
25663,68231,2,385,160,215,10.727
25663,40304,12,385,110,35,10.473
25663,58648,20,300,160,216,10.229
25663,30665,4,378,198,89,6.423
25663,40441,40,300,160,216,8.757
25663,63098,12,260,295,170,10.473
25663,44647,20,300,160,216,8.741
25663,73852,22,293,293,192,10.383
25663,76440,38,224,224,192,5.199
25663,95520,36,130,194,290,6.226
25663,36798,36,225,225,180,5.19
25663,28862,8,300,160,216,8.953
25663,94251,3,291,196,139,6.312
25663,72412,1,300,205,125,3.545
25663,48534,3,225,225,180,5.19
25663,86035,10,387,227,151,10.382
25663,33889,12,378,191,115,7.266
25663,94364,24,295,260,170,10.471
25663,24475,2,364,195,216,13.091
25663,59632,27,266,130,143,2.424
25663,55762,16,291,196,139,6.312
25663,97248,9,225,225,180,5.19
25663,37716,3,263,221,253,9.415
25663,25895,3,300,160,216,10.142
25663,27535,20,300,160,216,8.764
25663,88941,1,300,160,216,10.601
25663,62174,20,300,160,216,8.664
25663,77414,36,225,225,180,5.19
25663,44665,1,378,198,89,6.471
25663,35003,27,266,130,143,2.576
25663,70227,2,211,230,264,12.218
25663,72622,20,300,160,216,10.49
25663,44664,18,225,225,180,5.19
25663,57448,18,225,225,180,5.199
25663,12664,1,364,195,216,12.899
25663,23406,36,378,191,115,7.266
25663,58540,4,211,230,264,12.234
25663,75367,11,293,293,192,10.383
25663,55831,40,300,160,212,10.144
25663,34977,36,225,225,180,5.19
25663,26650,10,225,225,180,5.19
25663,25209,2,244,164,274,5.811
25663,72628,36,130,194,290,6.113
25663,63719,20,300,160,216,8.928
25663,59155,10,160,160,111,1.781
25663,22798,6,130,194,290,6.108
25663,30294,1,378,198,89,6.433
25663,57007,21,244,164,274,6.06
25663,47837,10,149,239,137,3.25
25663,77109,32,266,130,143,2.42
25663,35794,1,378,198,89,6.394
83887,72622,5,300,160,216,10.49
83887,38243,20,300,160,216,9.861
83887,46064,20,156,156,175,3.274
83887,23079,3,300,160,216,8.876
83887,98940,10,244,164,274,5.811
83887,28862,8,300,160,216,8.953
83887,70696,20,387,227,151,10.382
83887,37716,1,263,221,253,9.415
83887,58648,20,300,160,216,10.229
83887,72128,3,381,136,109,5.686
83887,58540,4,211,230,264,12.234
83887,64393,6,263,221,253,8.815
83887,43746,10,300,160,216,8.757
83887,83305,1,211,230,264,12.146
83887,75367,11,293,293,192,10.383
83887,68231,13,385,160,215,10.727
83887,21944,10,293,293,192,10.383
83887,93537,5,266,199,220,7.795
83887,68305,1,405,271,164,13.646
83887,25945,20,387,227,151,10.382
83887,90431,2,244,164,274,5.811
83887,12595,2,331,252,281,12.591
83887,73067,20,300,160,216,10.439
83887,95850,3,295,260,170,10.471
83887,63098,6,260,295,170,10.473
83887,40304,12,385,110,35,10.473
